"_id","title","author","description","price_amount","price_currency","rating_value","rating_count","publication_year","isbn","pages_cnt","publisher","book_cover","source_url"
"ObjectId(""6944ebc6765021cd3de2d6a3"")","Кл(ж).Дрейк Шотландский лев","Шеннон Дрейк","Мужественный шотландец Джеймс Грэм никогда в жизни не обидел женщину, - и, конечно, в мыслях не держал похищения английской аристократки Кристины, леди Хэмстед... однако прелестная англичанка буквально вынудила взять ее в заложницы!",0,"RUB",,,"2010","5170253877","573",,"https://content.img-gorod.ru/pim/products/images/62/04/018ed4fc-1ecb-7d0d-bef5-4b39c6796204.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/kl-zh-dreyk-shotlandskiy-lev-2029801"
"ObjectId(""6944ebc7765021cd3de2d6a4"")","Рози - моя родня.Филе из палтуса.Только звери","Джеральд Даррелл","К Джеральду Дарреллу как нельзя лучше подходит меткая английская фраза ""родился с серебряной ложкой во рту"". Живя в необыкновенной, дружной, любящей, счастливой и ""немного"" эксцентричной семье, он уже с шести лет знал, что непременно станет Зооспасателем и организует собственный зоопарк. Как утверждала его мать, первым словом Джеральда было не ""мама"", а ""zoo""!Многим ли из нас удалось исполнить наши самые невероятные детские мечты…А Дарреллу удалось!Натуралист милостью Божьей, блестящий литератор, неутомимый путешественник, непримиримый борец за сохранение исчезающих животных, безгранично одаренный, обаятельный и жизнерадостный человек, он изменил наш мир к лучшему уже одним своим присутствие",0,"RUB",,,"2008","978-5-699-07605-5","560","Эксмо","https://content.img-gorod.ru/pim/products/images/92/99/018ed4fc-03ab-78d9-87ca-9a5158669299.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/rozi-moya-rodnya-file-iz-paltusa-tolko-zveri-2029725"
"ObjectId(""6944ebc8765021cd3de2d6a5"")","Основы медицинского права: Курс лекций",,,0,"RUB",,,"2005","5-472-00290-7","320","Экзамен","https://content.img-gorod.ru/pim/products/images/a2/b4/0199e925-9474-796b-b29e-ef13a27aa2b4.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/osnovy-medicinskogo-prava-kurs-lekciy-2029650"
"ObjectId(""6944ebc9765021cd3de2d6a6"")","Коньяк. Справочник. Советы знатока","Грэгори Конал","Эта книга - исчерпывающее руководст во по покупке, хранению и употреблению коньяка, самого изысканного бренди в мире. В ней рассказывается о традиционных методах коньячного производства, тонкостях и деталях процесса выдержки, значимости выбора дерева для производства бочек, в которых выдерживается коньяк. Любители путешествовать найдут для себя необходимую информацию: карту региона Коньяк, сведения о времени посещения коньячных домов, о достопримечательностях Коньяка, местной кухне. Краткая история более 60 коньячных домов, с комментариями экспертов и оценкой 150 коньячных стилей сопровождается красочными иллюстрациями.",0,"RUB",,,"2008","5883531989","224","БММ","https://content.img-gorod.ru/pim/products/images/e4/67/018ed4fb-e27d-77eb-80ec-7df97c46e467.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/konyak-spravochnik-sovety-znatoka-2029630"
"ObjectId(""6944ebc9765021cd3de2d6a7"")","Новая любовь Розамунды: Роман (пер. с англ. Погосян Е.В.)","Бертрис Смолл","Настоящая леди распоряжается своей жизнью сама!   Так полагает прекрасная Розамунда, вступившая в права наследования, разогнавшая всех поклонников - и решившая отправиться в Шотландию ко двору Маргариты Тюдор, подруги своей юности…  И оказалось, что там ее подстерегает новая любовь! Любовь мужественного Патрика Лесли, первого графа Гленкирка, увидевшего в Розамунде не наследницу огромного состояния, но - женщину в расцвете красоты.",0,"RUB",,,,"978-5-17-026041-6","512","АСТ","https://content.img-gorod.ru/pim/products/images/4a/88/0199ed6d-e055-79ff-ba65-47daab3e4a88.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/novaya-lyubov-rozamundy-roman-per-s-angl-pogosyan-e-v-2029567"
"ObjectId(""6944ebc9765021cd3de2d6a8"")","Влюбленный мститель","Вирджиния Линн","Если хочешь отомстить врагу, отними у него самое дорогое! Так считал отчаянный и безжалостный техасский бандит Кейл Хардин. Похищая Хлою, юную и невинную племянницу своего смертель-ного врага, он и не подозревал, что загоняет в ловушку сам себя... Ведь красота, гордость и чистота рыжекудрой пленницы постепенно, исподволь все больше покоряют сердце Кейла, и скоро он уже пылает в огне истинной страсти - страсти, которая приходит к мужчине только раз...",0,"RUB",,,,"5-17-026039-3","320","АСТ","https://content.img-gorod.ru/pim/products/images/54/52/0199ed37-281d-73f7-9ab1-95b10a0f5452.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/vlyublennyy-mstitel-2029566"
"ObjectId(""6944ebc9765021cd3de2d6a9"")","Вы можете писать людей акварелью: Подробный самоучитель для начинающих","Ш Финмарк","Вы мечтаете научиться писать людей акварелью? Мы поможем вам осуществить вашу мечту! Самоучитель Шэрон Финмарк заставит даже самых робких новичков поверить в свои силы и взяться за кисть и краски. Шаг за шагом выполняя упражнения, приведенные в книге, вы освоите приемы изображения основных элементов человеческой фигуры. Постепенно вы научитесь рисовать голову, руки и  ноги, правильно смешивать краски, чтобы передавать оттенки кожи и, соблюдая верные пропорции, объединять все элементы в единое целое. Начав с одиночных фигур, вы перейдете к групповым  портретам как детей, так и взрослых",0,"RUB",,,"2004","5-17-024692-7","96","АСТ","https://content.img-gorod.ru/pim/products/images/12/97/0199ed3c-316c-7999-9566-9614e8be1297.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/vy-mozhete-pisat-lyudey-akvarelyu-podrobnyy-samouchitel-dlya-nachinayushchih-2029561"
"ObjectId(""6944ebc9765021cd3de2d6aa"")","Путь Кремниевой долины","Э. Шеруин","Кремниевая долина. Бизнес-столица XXI века! Место, где на квадратный метр приходится наибольшее количество миллионеров! Хотите попасть в ""святая святых"" большого бизнеса? Хотите открыть секреты успеха обитателей Кремниевой долины? Читайте супербестселлер Элтона Шеруина - и следуйте его советам!",0,"RUB",,,"2004","5-17-025000-2","208",,"https://content.img-gorod.ru/pim/products/images/a4/f0/0199e8fd-e500-7dec-914d-b39f5306a4f0.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/put-kremnievoy-doliny-2029565"
"ObjectId(""6944ebc9765021cd3de2d6ab"")","Как бороться с вирусами",,"Если вы заботитесь о своем здоровье, то не должны пройти мимо этой книги. В интересной, занимательной и доступной форме здесь изложены современные знания о вирусных заболеваниях - от ОРВИ и гриппа до гепатита, бешенства и СПИДа. Чем вызываются эти болезни, каковы их симптомы, какие меры профилактики необходимы во избежание заражения, как они лечатся. Кроме того, автор рассказывает о новых и экзотических заболеваниях: лихорадке Эбола, коровьем бешенстве и т. д. Для широкого круга читателей.",0,"RUB",,,"2004","985-13-2499-X","64","Харвест","https://content.img-gorod.ru/pim/products/images/71/39/0199e920-ecfb-7722-8a7a-52a3b2817139.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/kak-borotsya-s-virusami-2029562"
"ObjectId(""6944ebc9765021cd3de2d6ac"")","Вяжем новую классику","Кристин Николас","Если вам не хочется тратить деньги на дизайнерский вязаный свитер и вы хотите получить удовольствие от создания вещи своими руками, то эта книга для вас. Более 60 моделей для женщин, мужчин и детей: свитера в спортивном и повседневном стиле, кардиганы, полуверы, модели ""унисекс"". Классическая модель свитера многие годы не выйдет из моды, так что в нем вы будете чувствовать себя  уверенно и комфортно на пикнике, на работе и в готсях.",0,"RUB",,,"2004","5-17-025308-7","160","АСТ","https://content.img-gorod.ru/pim/products/images/e1/e9/0199ed3c-a40e-722e-bc37-58da335fe1e9.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/vyazhem-novuyu-klassiku-2029560"
"ObjectId(""6944ebca765021cd3de2d6ad"")","Управление знаниями","Мелисси Клеммонс Румизен","В книге содержатся материалы по оценке интеллектуального потенциала, необходимого организации для решения конкретных практических задач. Приводится анализ факторов, влияющих на процесс решения.",0,"RUB",,,"2004","5-17-026373-2","336","АСТ","https://content.img-gorod.ru/pim/products/images/9d/4d/0199e90e-14f5-7a88-8150-d3852ca29d4d.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/upravlenie-znaniyami-2029527"
"ObjectId(""6944ebca765021cd3de2d6ae"")","Кровь нерожденных (ГорРом). Дашкова П. (Аст)","Полина Дашкова","Высокопоставленный сотрудник ФСБ давно контролирует важную работу по изготовлению очень необычного лекарства, которое поддерживает силы, здоровье, продлевает молодость. Спрос рождает предложение: необходимо увеличить выпуск препарата. И для этого есть деньги - большие деньги, есть отработанные технологии, есть заинтересованные лица. Не хватает только сырья, сырья необычного - эмбрионов 25-недельных нерожденных младенцев.",0,"RUB",,,"2004","5-17-025342-7","384","АСТ","https://content.img-gorod.ru/pim/products/images/c2/36/0199e8e7-93da-70c8-8e50-ad5dd49ec236.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/krov-nerozhdennyh-gorrom-dashkova-p-ast-2029528"
"ObjectId(""6944ebca765021cd3de2d6af"")","Деловой этикет","Мэри Митчелл","Мэри Митчелл, автор книг «Деловой этикет», «Дорогая госпожа Манеры», «Учебник этикета для молодежи» и «Первые пять минут: как произвести хорошее первое впечатление в любой ситуации», основатель консалтинговой компании «Необычная вежливость», которая помогает корпорациям и частным лицам развить личные навыки общения. Она также является президентом компании «Митчелл Организейшн». Манеры имеют значение!  Научитесь... Вежливо отвечать на некорректные вопросы. Подбирать одежду для собеседования. Избегать конфликтов, готовясь к свадьбе. Завязывать разговор и поддерживать его. Правильно пользоваться автоответчиком, электронной и голосовой почтой. Писать письма с выражением благодарности, соболезнов",0,"RUB",,,"2005","5-17-025687-6","304","АСТ","https://content.img-gorod.ru/pim/products/images/14/82/0199ed41-ff73-7afa-9a49-28be04121482.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/delovoy-etiket-2029526"
"ObjectId(""6944ebca765021cd3de2d6b0"")","Вербальная самозащита","Лиллиан Гласс","В этой книге вы найдете: Как узнать о том, как звучит ваша речь. Проверенный способ, как достойно ответить на вербальный вызов. Полезные советы, как защитить себя от вербальных оскорблений. Когда не стоит реагировать на вербальную агрессию. Ценные сведения о том, почему некоторые люди вербально взрываются.",0,"RUB",,,"2008","978-5-17-026248-9","368","АСТ","https://content.img-gorod.ru/pim/products/images/d4/2a/0199ed35-323b-7085-96f8-c3dd3069d42a.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/verbalnaya-samozashchita-2029524"
"ObjectId(""6944ebca765021cd3de2d6b1"")","Как поднять энтузиазм сотрудников","Михаэль Рамундо","Вы добиваетесь выполнения работы в срок и осознаете важность делегирования обязанностей. Но ничего не получается... Не стоит отчаиваться! Эта книга поможет вам повысить производительность труда вашей команды, не вызвав сопротивления своих сотрудников. Здесь вы найдете информацию о том, как обрести контроль над рабочей атмосферой в своем офисе, поддерживать мотивацию и моральный дух коллектива в плохие времена.",0,"RUB",,,"2004","5-17-026465-8","352","АСТ","https://content.img-gorod.ru/pim/products/images/39/8f/0199e8e2-c6e4-7009-b059-5283a671398f.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/kak-podnyat-entuziazm-sotrudnikov-2029523"
"ObjectId(""6944ebcb765021cd3de2d6b2"")","Актриса",,"Размеренную жизнь столичного театра взбаламутила череда несчастий: попадает в аварию ведущая актриса, непонятным образом погибает старейшая сотрудница театра, совершено покушение на режиссера. Кто или что стоит за этими преступлениями? Может быть, месть или черная зависть к чужому успеху? А может быть, виной всему - банальный любовный треугольник? В этом романе читатель найдет историю самой преданной любви и самой вероломной ненависти, потому что театр открывает в душе человека такие потаенные двери, за которые заглянуть заманчиво и страшно.",0,"RUB",,,"2004","5-17-026071-7","336","АСТ","https://content.img-gorod.ru/pim/products/images/c7/1d/0199edad-6eee-7215-a284-81eb9e72c71d.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/aktrisa-2029511"
"ObjectId(""6944ebcb765021cd3de2d6b3"")","Путь кенгуренка.Звери в моей постели.Птицы, звери и родственники","Джеральд Даррелл","Джеральд Даррелл - английский зоолог и путешественник, широко известный во всем мире своими книгами о животных, полными тонких наблюдений и искрящегося юмора.Не жалея сил борется он за сохранение многочисленных представителей исчезающей фауны и призывает всех своих читателей помогать этому благородному делу.",0,"RUB",,,"2007","978-5-699-23785-2","464","Эксмо","https://content.img-gorod.ru/pim/products/images/d1/30/0199e8a6-7958-7e70-9842-b6a5fe18d130.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/put-kengurenka-zveri-v-moey-posteli-pticy-zveri-i-rodstvenniki-2029507"
"ObjectId(""6944ebcb765021cd3de2d6b4"")","Золотой ус-здоровье в вашем доме","Николай Белов","Книга посвящена прекрасному целебному и в то же время декоративному комнатному растению каллизия душистая (золотой ус). Даются ценные советы по его разведению и применению при лечении сердца, суставов, легких, желудка, почек, нормализации обмена веществ, заживлением ран. Описаны также лекарственные ""родственники"" каллизии душистой, оговорены общие правила лечения травами.
.",0,"RUB",,,"2006","5-17-031636-4","96","Харвест","https://content.img-gorod.ru/pim/products/images/d7/5d/0199e920-3ed2-7e75-98ca-ff3b5917d75d.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/zolotoy-us-zdorove-v-vashem-dome-2029509"
"ObjectId(""6944ebcb765021cd3de2d6b5"")","Цветы из ткани для любимой мамы","Виктор Шалда","Приведена технология изготовления цветов из ткани, которые ребенок сможет сделать сам. Даны советы по подбору ткани, ниток, изготовлению инструмента, примеры раскроя и сбора цветков.",0,"RUB","5.0",,"2007","5-17-026573-5","32","АСТ","https://content.img-gorod.ru/pim/products/images/89/38/0199edd4-c66e-7266-a443-128a288f8938.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/cvety-iz-tkani-dlya-lyubimoy-mamy-2029486"
"ObjectId(""6944ebcc765021cd3de2d6b6"")","Эсхатология","П Лобье","Конечной судьбой человечества занимается эсхатология - учение о конце света и конце времен. В книге прослеживаются иудейские, христианские (наиболее подробно) и мусульманские эсхатологические традиции. В XX веке они пополнились, скажем, марксизмом в его советском толковании, предрекавшим наступление ""светлого будущего"", своего рода конец истории, или современными учениями типа ""New Age"" с его предсказанием постепенного наступления века всеобщего благоденствия. Все это соседствует с осознанием возможного самоуничтожения человечества, располагающего ныне для этого техническими возможностями.",0,"RUB",,,"2004","5-17-026785-1","160","АСТ","https://content.img-gorod.ru/pim/products/images/06/86/0199e914-bc02-79c1-9444-fdc8ed4c0686.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/eshatologiya-2029477"
"ObjectId(""6944ebcc765021cd3de2d6b7"")","4 гр.крови(м):Судьбу ваш.ре(кр",,"Общаясь с детьми на протяжении долгого времени, погружаясь в их мир, автор этой книги сделал ряд любопытнейших открытий. Он убедился, что в самом раннем возрасте в поступках и в способностях детей наглядно проявляются особенности, характерные",0,"RUB",,,"2004","5-17-025619-1","192","АСТ","https://content.img-gorod.ru/pim/products/images/41/2a/0199e91e-a55a-7c92-bca7-632eeca6412a.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/4-gr-krovi-m-sudbu-vash-re-kr-2029469"
"ObjectId(""6944ebcc765021cd3de2d6b8"")","Всем.законы.Шеруин Путь Кремни","Э. Шеруин","Кремниевая долина. Бизнес-столица XXI века! Место, где на квадратный метр приходится наибольшее количество миллионеров! Хотите попасть в ""святая святых"" большого бизнеса? Хотите открыть секреты успеха обитателей Кремниевой долины? Читайте супербестселлер Элтона Шеруина - и следуйте его советам!",0,"RUB",,,"2004","5-17-024998-5","208","АСТ","https://content.img-gorod.ru/pim/products/images/43/3f/0199ed81-58bb-784d-b1a3-575e01a4433f.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/vsem-zakony-sheruin-put-kremni-2029471"
"ObjectId(""6944ebcc765021cd3de2d6b9"")","Судьбу вашего ребенка определяет группа крови",,"Автор книги, известный японский ученый, долгие годы занимающийся изучением групп крови, анализирует результаты воспитания детей с учетом их группы крови на примере одного из детских садов в Киото. Эти результаты подсказали ему вывод о том, что в...",0,"RUB",,,"2004","5-17-026585-9","192","АСТ","https://content.img-gorod.ru/pim/products/images/35/73/0199e92a-7669-7c5e-af5d-407c24f03573.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/sudbu-vashego-rebenka-opredelyaet-gruppa-krovi-2029468"
"ObjectId(""6944ebcc765021cd3de2d6ba"")","Беспокойство","Борис Стругацкий, ","«Беспокойство». Первая — ОЧЕНЬ отличающаяся от «канонической» — версия «Улитки на склоне», которую братья Стругацкие называли «самым странным своим произве-дением». Почему ТАК долго и трудно создавалась эта повесть? Как проходила она путь от научно-фантастической до «просто фантастической, гротесковой, символической»? Об этом Борис Стругацкий рассказывает в «Комментариях к пройденному».",0,"RUB",,,"2009","978-5-17-051282-9","224","АСТ","https://content.img-gorod.ru/pim/products/images/91/41/0199ed2d-e111-7049-9837-9ad65eb99141.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/bespokoystvo-2029463"
"ObjectId(""6944ebcc765021cd3de2d6bb"")","Навсегда в твоих объятиях","Кэтлин Вудивисс","Полковник Тайрон Райкрофт обладал многими женщи-нами, но ни одной из них не удалось покорить его сердце - до того дня, когда он чудом спас от верной гибели гордую русскую аристократку. Красота этой загадочной женщины ослепила Тайрона - и мужественный англичанин впервые в жизни познал не мимолетное желание, но подлинную лю-бовь. Любовь страстную, неодолимую, пылкую. Любовь, во имя которой он не задумываясь поставит на карту свою жизнь...",0,"RUB",,,,"978-5-17-045082-4","480","АСТ","https://content.img-gorod.ru/pim/products/images/07/31/0199e8ef-91cc-7063-8d9a-804ad5d20731.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/navsegda-v-tvoih-obyatiyah-2029460"
"ObjectId(""6944ebcd765021cd3de2d6bc"")","Generation ""П""","Виктор Пелевин","Роман ""Generation ""П"", ставший культовым в молодежной среде, посвящен явлению, проникшему во все поры нашей повседневной жизни, - рекламе. Многие склонны просто отмахиваться от нее, как от назойливой мухи, считая чем-то несерьезным. Но разве в нашу...",0,"RUB",,,"2011","978-5-699-07471-6","352","Эксмо","https://content.img-gorod.ru/pim/products/images/5f/67/0199e8ab-2a9c-7a77-bf1e-c2f86ca85f67.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/generation-p-2029451"
"ObjectId(""6944ebcd765021cd3de2d6bd"")","VW Passat 1996-2000: Ремонт и техническое обслуживание","Мартин Рэндалл","Автомобили VW Passat с кузовами седан и универсал, включай специальные и мелкосерийные версии",0,"RUB",,,"2007","5933920649","368","Алфамер Паблишинг","/_static/fallback-cover.webp","https://www.chitai-gorod.ru/product/vw-passat-1996-2000-remont-i-tehnicheskoe-obsluzhivanie-2029450"
"ObjectId(""6944ebcd765021cd3de2d6be"")","Записки невесты программиста","Алексей Экслер","«Записки невесты программиста».  Легенда и культ отечественной Сети. Интернет-бестселлер, в нашей стране ИГРАЮЧИ побивший по популярности «Wasp Factory» Йэна Бэнкса. Как укротить странное создание по имени «компьютерщик», за уши дотащить его до алтаря — и при этом НЕ СВИХНУТЬСЯ? Девушки! Не пытайтесь повторить ЭТО ДОМА!",0,"RUB",,,"2006","5-17-026552-2","352","АСТ","https://content.img-gorod.ru/pim/products/images/c3/0f/0199ed4b-af50-77d1-8ced-542d89abc30f.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/zapiski-nevesty-programmista-2029446"
"ObjectId(""6944ebcd765021cd3de2d6bf"")","Управление знаниями","Мелисси Клеммонс Румизен","В книге содержатся материалы по оценке интеллектуального потенциала, необходимого организации для решения конкретных практических задач. Приводится анализ факторов, влияющих на процесс решения.",0,"RUB",,,"2004","5-17-026374-0","336","АСТ","https://content.img-gorod.ru/pim/products/images/53/26/0199ed9a-3d89-74e6-be5d-b5a5be145326.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/upravlenie-znaniyami-2029445"
"ObjectId(""6944ebcd765021cd3de2d6c0"")","Зримая тьма. Бумажные людишки. Двойной язык","Уильям Голдинг","Перед вами — «поздний» Уильям Голдинг. Писатель, играющий с читателем в тончайшие интеллектуальные «игры-романы»… Такова «Зримая тьма» — изысканная пародия на классический психоло-гический роман, пародия, в которой мотивы притчи и абсурда, реализма и «магического реализма» сплетены в странный клубок… Таковы «Бумажные людишки» — ядовитая сатира на писательские и издательские нравы второй половины ХХ в., книга, зло и насмешливо обыгрывающая канонические образы «рыцаря и слуги»… И, разумеется, таково ПОСЛЕДНЕЕ (и, возможно, ЛУЧШЕЕ) произведение Голдинга — обманчиво «историчный», обманчиво «упрощенный» и микро-космичный, великолепно четкий «Двойной язык»!",0,"RUB",,,,"5-17-018725-4","656","АСТ","https://content.img-gorod.ru/pim/products/images/58/0f/0199e8df-0f87-7f1c-9bad-983c72c7580f.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/zrimaya-tma-bumazhnye-lyudishki-dvoynoy-yazyk-2029443"
"ObjectId(""6944ebcd765021cd3de2d6c1"")","Деловой этикет","Мэри Митчелл","В этой книге есть все необходимое настоящему профессионалу в области делового...",0,"RUB",,,"2005","5-17-025688-4","304","АСТ","https://content.img-gorod.ru/pim/products/images/4b/02/0199e91e-d47c-7578-ae0f-b5f134df4b02.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/delovoy-etiket-2029444"
"ObjectId(""6944ebcd765021cd3de2d6c2"")","Где ты, мой незнакомец","Кэтлин Вудивисс","Мужественный Эштон Уингейт спас от верной смерти девушку - и, откинув капюшон плаща, обнаружил, что это... Лирин, его молодая жена, которую все считали погибшей! Однако возникают подозрения, что перед Эштоном - всего лишь авантюристка-актриса, разыгрывающая роль Лирин. Но пусть влюбленного обманывают глаза, сердце обманывать не может. И не может солгать пылкая страсть, на которую ""незнакомка"" отвечает также искренне...",0,"RUB",,,,"978-5-17-026884-9","432","АСТ","https://content.img-gorod.ru/pim/products/images/92/91/0199edb4-8615-78e1-b069-cd3227fd9291.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/gde-ty-moy-neznakomec-2029440"
"ObjectId(""6944ebcd765021cd3de2d6c3"")","Костер на снегу","Нэн Райан","Об этом неприступном убежище в Скалистых горах, где спрятаны древние сокровища индейцев, слышали все на Диком Западе, но никто не знал, где оно находится. О его хозяйке, красавице с огненно-рыжими волосами, ходили легенды, но никто не знал, как ее найти. И только отчаянного авантюриста Кейна Ковингтона судьба свела однажды с прекрасной Натали. Он спас ей жизнь, и с той минуты вспыхнувшая вдруг любовь к этой необыкновенной женщине не оставляла его никогда...",0,"RUB",,,,"5-17-026038-5","352","АСТ","https://content.img-gorod.ru/pim/products/images/3f/b3/0199edbe-7090-7219-ba33-2c9576ae3fb3.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/koster-na-snegu-2029439"
"ObjectId(""6944ebce765021cd3de2d6c4"")","Дьявол носит Prada","Лорен Вайсбергер","Работа в журнале мод... Мечта любой женщины? Кошмар любой женщины! Добро пожаловать в ад под «глянцевой обложкой»!!! Кофе? Всегда холодный и невкусный! Дизайнерские шмотки со скидкой? Вышли из моды в позапрошлом сезоне! Работа в неурочное время? О личной жизни можно забыть! Но все бы ничего, если бы не начальница – легендарнейшая из стерв мира от-кутюр, то ли продавшая за успех душу дьяволу, то ли (по слухам) изгнанная из ада за невозможный характер!..",0,"RUB","4.7",,,"5-17-026942-0","424","АСТ","https://content.img-gorod.ru/pim/products/images/df/f2/0199edb8-4cb8-7731-9eb5-148a7d00dff2.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/dyavol-nosit-prada-2029403"
"ObjectId(""6944ebce765021cd3de2d6c5"")","Honda Civic 1995-2000. Ремонт и техническое обслуживание","Мартин Рэндалл","Ремонт и техническое обслуживание
.
.Мартин Рэндалл
.
.В руководстве рассмотрены:
.
.Варианты с кузовом типа ""хэтчбэк"", ""седан"", ""универсал"" (Aerodeck) и ""купе"", включая специальные варианты / варианты ограниченной серии.
.
.Бензиновые двигатели 1.4 л (1ЗЭВ см3), 1.5 л (1493 см3). 1.6 л (1590 и 1595 см3) и 1.8 л (1797 см3) Также рассмотрены варианты Civic этого модельного ряда, впервые зарегистрированные в 2001 году НЕ рассмотрен модифицированный модельный ряд Civic, представленный в январе 2001 года
.",0,"RUB",,,"2004","5933920703","312","Алфамер Паблишинг","https://content.img-gorod.ru/pim/products/images/19/7f/018ed4fb-911c-75ab-ae7f-4c96f30a197f.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/honda-civic-1995-2000-remont-i-tehnicheskoe-obsluzhivanie-2029402"
"ObjectId(""6944ebce765021cd3de2d6c6"")","Европейская модернизация Кн.1 (Философия)","Дмитрий Травин","Книга содержит увлекательное повествование о том, как осуществлялись рыночные преобразования в ведущих европейских странах на протяжении более 200 лет. Экономическая история переплетается с политической, описания реформ перемежаются яркими рассказами о делах и судьбах ведущих реформаторов. Перед читателем предстает череда героев, изменивших жизнь Европы: от Тюрго и Наполеона до Эрхарда и Валенсы. Анализ российских проблем красной нитью проходит через всю книгу, которая, таким образом, может представлять интерес как для специалистов - историков, экономистов, социологов, так и для широкого круга читателей.",0,"RUB",,,"2004","5-17-027096-8","1248","АСТ","https://content.img-gorod.ru/pim/products/images/75/34/0199e91f-755a-7913-bb22-62fb4b9a7534.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/evropeyskaya-modernizaciya-kn-1-filosofiya-2029387"
"ObjectId(""6944ebce765021cd3de2d6c7"")","Альбом скрипача т.1 Пьесы и произведения крупной формы для скрипки и фортепиано (м)","В. Бортновский",,0,"RUB",,,"2004","985-13-2198-2","96","Харвест","https://content.img-gorod.ru/pim/products/images/c5/39/0199ed28-8ae3-7e26-80bf-12d330e0c539.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/albom-skripacha-t-1-pesy-i-proizvedeniya-krupnoy-formy-dlya-skripki-i-fortepiano-m-2029385"
"ObjectId(""6944ebce765021cd3de2d6c8"")","Код да Винчи","Дэн Браун","Секретный код скрыт в работах Леонардо да Винчи… Только он поможет найти христианские святыни, дававшие немыслимые власть и могущество… Ключ к величайшей тайне, над которой человечество билось веками, наконец может быть найден…",0,"RUB","5.0",,,"978-5-17-027386-7","544","АСТ","https://content.img-gorod.ru/pim/products/images/f9/10/0199ed5a-69f7-77e8-a448-334bec20f910.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/kod-da-vinchi-2029379"
"ObjectId(""6944ebce765021cd3de2d6c9"")","Срочно требуются седые человеческие волосы","Юрий Нагибин","Юрий Нагибин.Классик русской литературы.Непревзойденный художник, чья изысканная проза восхищала современников - и не утратила своего очарования сегодня.Безупречный знаток слова, мастер сюжета, виртуоз мысли, каждое из...",0,"RUB",,,"2004","5-17-024184-4","704","АСТ","https://content.img-gorod.ru/pim/products/images/6d/f8/0199ed92-0552-7cd5-bf00-4f9022cb6df8.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/srochno-trebuyutsya-sedye-chelovecheskie-volosy-2029368"
"ObjectId(""6944ebcf765021cd3de2d6ca"")","Вальс для майора Пронина","Н Малевский","Писатель Лев Овалов завещал Евгению Малевскому архив майора Пронина, в котором хранится немало историй, неизвестных читателям. Этот роман рассказывает о первом послевоенном подвиге майора Пронина. На этот раз легендарный контрразведчик...",0,"RUB",,,"2004","5-17-027318-5","272","АСТ","https://content.img-gorod.ru/pim/products/images/6d/74/0199ed34-0263-786b-b18c-a2e2198e6d74.jpg?width=304&height=438&fit=bounds","https://www.chitai-gorod.ru/product/vals-dlya-mayora-pronina-2029372"
